ticket_id,customer_id,category,subcategory,description,created_at,sla_due_at,status,assigned_to,resolution_notes
11395,1920,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2025-12-27 21:00:00,2025-12-28 21:00:00,Open,Network Ops,
11396,1300,Billing,GST Query,GST Query issue reported by customer.,2026-06-09 16:00:00,2026-06-12 16:00:00,Closed,Team B,Resolved after investigation.
11397,1860,Roaming,Activation Issue,,2025-10-13 03:00:00,2025-10-16 03:00:00,Closed,KYC Cell,Resolved after investigation.
11398,2216,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2026-07-03 11:00:00,2026-07-06 11:00:00,Open,,
11399,1848,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-07-05 12:00:00,2026-07-07 12:00:00,Closed,Team A,Resolved after investigation.
11400,1053,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-04-20 04:00:00,2026-04-23 04:00:00,Open,Network Ops,
11401,2409,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-05-07 01:00:00,2026-05-08 01:00:00,Closed,Team C,
11402,1134,Billing,High Bill,High Bill issue reported by customer.,2025-11-15 09:00:00,2025-11-16 09:00:00,Closed,KYC Cell,Resolved after investigation.
11403,1115,KYC,Document Rejected,Document Rejected issue reported by customer.,2025-12-04 01:00:00,2025-12-05 01:00:00,Closed,Billing Desk,Resolved after investigation.
11404,2354,SIM,,SIM issue reported by customer.,2025-10-28 10:00:00,2025-10-29 10:00:00,Closed,Network Ops,Resolved after investigation.
11405,1402,Recharge,Recharge Failed,,2026-04-19 23:00:00,2026-04-22 23:00:00,Closed,Team B,Resolved after investigation.
11406,1945,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-01-03 00:00:00,2026-01-04 00:00:00,Closed,Team B,Resolved after investigation.
11407,1781,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2026-03-04 05:00:00,2026-03-07 05:00:00,Closed,KYC Cell,Resolved after investigation.
11408,2042,Billing,High Bill,High Bill issue reported by customer.,2026-04-24 14:00:00,2026-04-26 14:00:00,Open,Team A,
11409,1769,SIM,Replacement Request,Replacement Request issue reported by customer.,2026-04-08 05:00:00,2026-04-09 05:00:00,Closed,Team C,Resolved after investigation.
11410,2659,Roaming,Activation Issue,Activation Issue issue reported by customer.,2025-12-27 13:00:00,2025-12-30 13:00:00,Open,Team A,
11411,1314,Roaming,Activation Issue,Activation Issue issue reported by customer.,2025-12-06 07:00:00,2025-12-08 07:00:00,Closed,Billing Desk,Resolved after investigation.
11412,1677,KYC,Verification Pending,,2026-05-21 15:00:00,2026-05-24 15:00:00,Closed,KYC Cell,Resolved after investigation.
11413,1312,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-01-28 06:00:00,2026-01-31 06:00:00,Closed,Billing Desk,Resolved after investigation.
11414,1061,SIM,Activation Delay,Activation Delay issue reported by customer.,2026-05-25 12:00:00,2026-05-28 12:00:00,Open,,
11415,1999,KYC,Document Rejected,Document Rejected issue reported by customer.,2025-12-02 05:00:00,2025-12-05 05:00:00,Closed,,Resolved after investigation.
11416,2751,Roaming,Activation Issue,Activation Issue issue reported by customer.,2025-11-16 18:00:00,2025-11-17 18:00:00,InProgress,Team A,
11417,2760,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2025-08-28 01:00:00,2025-08-29 01:00:00,Open,,
11418,1082,KYC,Document Rejected,Document Rejected issue reported by customer.,2025-11-11 05:00:00,2025-11-13 05:00:00,Closed,,Resolved after investigation.
11419,2708,Roaming,Billing Query,Billing Query issue reported by customer.,2025-10-02 12:00:00,2025-10-05 12:00:00,Open,Team C,
11420,1451,Network,Call Drop,,2026-05-09 16:00:00,2026-05-11 16:00:00,Closed,Network Ops,Resolved after investigation.
11421,1953,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-02-10 07:00:00,2026-02-13 07:00:00,Closed,,Resolved after investigation.
11422,2209,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-06-29 23:00:00,2026-06-30 23:00:00,InProgress,KYC Cell,
11423,1908,Roaming,Activation Issue,Activation Issue issue reported by customer.,2025-08-26 14:00:00,2025-08-27 14:00:00,Closed,Team B,Resolved after investigation.
11424,2639,Roaming,Activation Issue,Activation Issue issue reported by customer.,2025-09-12 03:00:00,2025-09-14 03:00:00,Open,Team B,
11425,1088,Roaming,Billing Query,Billing Query issue reported by customer.,2025-11-12 17:00:00,2025-11-14 17:00:00,Closed,KYC Cell,Resolved after investigation.
11426,2055,Billing,GST Query,GST Query issue reported by customer.,2026-05-04 10:00:00,2026-05-07 10:00:00,Closed,KYC Cell,Resolved after investigation.
11427,1982,Roaming,Billing Query,Billing Query issue reported by customer.,2025-12-27 02:00:00,2025-12-29 02:00:00,Open,Billing Desk,
11428,2705,Roaming,Billing Query,Billing Query issue reported by customer.,2025-10-29 20:00:00,2025-11-01 20:00:00,Closed,Team C,Resolved after investigation.
11429,2324,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2025-11-19 09:00:00,2025-11-22 09:00:00,Closed,Team C,Resolved after investigation.
11430,2646,KYC,Document Rejected,Document Rejected issue reported by customer.,2025-10-25 02:00:00,2025-10-27 02:00:00,InProgress,Team C,
11431,1833,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-07-26 07:00:00,2026-07-29 07:00:00,Closed,,Resolved after investigation.
11432,1245,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2025-08-25 16:00:00,2025-08-26 16:00:00,Closed,Team B,Resolved after investigation.
11433,2659,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-03-16 14:00:00,2026-03-18 14:00:00,Open,KYC Cell,
11434,2346,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2025-08-17 09:00:00,2025-08-19 09:00:00,Open,Billing Desk,
11435,1290,Network,Call Drop,Call Drop issue reported by customer.,2026-07-15 05:00:00,2026-07-17 05:00:00,InProgress,Billing Desk,
11436,2697,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2025-12-01 03:00:00,2025-12-02 03:00:00,Closed,Team B,Resolved after investigation.
11437,1054,SIM,Activation Delay,Activation Delay issue reported by customer.,2026-08-05 15:00:00,2026-08-08 15:00:00,Closed,Billing Desk,Resolved after investigation.
11438,2544,SIM,Replacement Request,Replacement Request issue reported by customer.,2026-07-21 03:00:00,2026-07-22 03:00:00,Closed,KYC Cell,Resolved after investigation.
11439,1795,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2025-11-20 16:00:00,2025-11-23 16:00:00,Closed,Network Ops,Resolved after investigation.
11440,2754,SIM,Replacement Request,Replacement Request issue reported by customer.,2026-01-19 15:00:00,2026-01-20 15:00:00,Closed,KYC Cell,Resolved after investigation.
11441,2368,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2026-03-02 17:00:00,2026-03-05 17:00:00,Open,Team B,
11442,2455,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-05-27 15:00:00,2026-05-30 15:00:00,InProgress,Billing Desk,
11443,2522,Billing,GST Query,,2026-01-26 07:00:00,2026-01-28 07:00:00,Open,Team B,
11444,1263,Roaming,Billing Query,Billing Query issue reported by customer.,2026-04-29 16:00:00,2026-05-01 16:00:00,Closed,Billing Desk,Resolved after investigation.
11445,1808,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2025-10-20 13:00:00,2025-10-22 13:00:00,InProgress,KYC Cell,
11446,1736,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-06-14 13:00:00,2026-06-16 13:00:00,Open,Team B,
11447,1875,SIM,Activation Delay,,2025-08-23 21:00:00,2025-08-25 21:00:00,Open,,
11448,2229,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-06-15 05:00:00,2026-06-16 05:00:00,Closed,Team A,Resolved after investigation.
11449,1566,Roaming,Activation Issue,,2025-10-02 13:00:00,2025-10-05 13:00:00,Closed,Network Ops,Resolved after investigation.
11450,1181,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-01-24 13:00:00,2026-01-27 13:00:00,InProgress,Billing Desk,
11451,1273,SIM,Activation Delay,Activation Delay issue reported by customer.,2026-06-10 17:00:00,2026-06-12 17:00:00,InProgress,Network Ops,
11452,1222,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-02-23 11:00:00,2026-02-25 11:00:00,Open,Billing Desk,
11453,1672,SIM,Activation Delay,Activation Delay issue reported by customer.,2026-06-11 15:00:00,2026-06-12 15:00:00,Closed,Team B,Resolved after investigation.
11454,2432,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-05-18 21:00:00,2026-05-21 21:00:00,Closed,Billing Desk,Resolved after investigation.
11455,1986,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2025-12-14 01:00:00,2025-12-15 01:00:00,Closed,Team A,Resolved after investigation.
11456,1183,Billing,High Bill,High Bill issue reported by customer.,2025-09-07 22:00:00,2025-09-09 22:00:00,InProgress,Team A,
11457,2023,Network,No Signal,No Signal issue reported by customer.,2026-01-06 05:00:00,2026-01-09 05:00:00,InProgress,KYC Cell,
11458,1300,Recharge,,Recharge issue reported by customer.,2026-06-24 20:00:00,2026-06-25 20:00:00,Closed,Team C,Resolved after investigation.
11459,1120,Billing,High Bill,High Bill issue reported by customer.,2026-01-23 18:00:00,2026-01-24 18:00:00,Open,,
11460,2640,KYC,Verification Pending,Verification Pending issue reported by customer.,2025-09-12 21:00:00,2025-09-15 21:00:00,Closed,Network Ops,Resolved after investigation.
11461,2451,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-06-08 21:00:00,2026-06-09 21:00:00,Closed,KYC Cell,Resolved after investigation.
11462,2045,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2025-10-10 21:00:00,2025-10-13 21:00:00,Closed,Network Ops,Resolved after investigation.
11463,2307,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2025-11-27 03:00:00,2025-11-28 03:00:00,Closed,Team B,Resolved after investigation.
11464,2641,Network,Slow Data,,2025-09-22 06:00:00,2025-09-24 06:00:00,Open,Team A,
11465,2262,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2025-10-17 20:00:00,2025-10-18 20:00:00,Open,Team A,
11466,2203,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-03-07 02:00:00,2026-03-10 02:00:00,Closed,Team B,Resolved after investigation.
11467,2276,Network,Slow Data,Slow Data issue reported by customer.,2026-04-24 19:00:00,2026-04-25 19:00:00,Closed,Billing Desk,Resolved after investigation.
11468,2611,Roaming,,,2025-09-20 21:00:00,2025-09-21 21:00:00,Closed,Billing Desk,Resolved after investigation.
11469,2546,Roaming,Billing Query,Billing Query issue reported by customer.,2025-10-24 17:00:00,2025-10-26 17:00:00,Open,Billing Desk,
11470,2127,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-05-07 00:00:00,2026-05-10 00:00:00,Closed,Team A,Resolved after investigation.
11471,2495,Billing,High Bill,High Bill issue reported by customer.,2026-01-29 11:00:00,2026-01-31 11:00:00,Closed,Network Ops,
11472,2374,SIM,Replacement Request,Replacement Request issue reported by customer.,2025-10-22 16:00:00,2025-10-25 16:00:00,Closed,Billing Desk,Resolved after investigation.
11473,2273,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-01-06 20:00:00,2026-01-07 20:00:00,Open,Network Ops,
11474,1694,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2025-10-02 05:00:00,2025-10-05 05:00:00,InProgress,Team A,
11475,2695,Roaming,Billing Query,Billing Query issue reported by customer.,2025-11-02 14:00:00,2025-11-03 14:00:00,Open,Network Ops,
11476,2542,Network,No Signal,,2026-06-14 16:00:00,2026-06-17 16:00:00,Closed,Team B,Resolved after investigation.
11477,1967,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2025-08-11 18:00:00,2025-08-14 18:00:00,Closed,Billing Desk,Resolved after investigation.
11478,2509,Billing,GST Query,,2025-12-03 14:00:00,2025-12-05 14:00:00,Closed,Network Ops,Resolved after investigation.
11479,2092,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2025-09-30 20:00:00,2025-10-03 20:00:00,Closed,KYC Cell,Resolved after investigation.
11480,2798,SIM,Replacement Request,Replacement Request issue reported by customer.,2026-03-03 05:00:00,2026-03-05 05:00:00,Closed,Billing Desk,Resolved after investigation.
11481,2311,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2025-09-15 05:00:00,2025-09-18 05:00:00,Closed,KYC Cell,Resolved after investigation.
11482,2535,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-03-25 17:00:00,2026-03-26 17:00:00,Open,Team B,
11483,1310,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-04-21 12:00:00,2026-04-24 12:00:00,Closed,Billing Desk,Resolved after investigation.
11484,1463,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2026-01-03 03:00:00,2026-01-05 03:00:00,Closed,Team C,Resolved after investigation.
11485,1365,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2025-11-26 20:00:00,2025-11-27 20:00:00,Closed,Team B,Resolved after investigation.
11486,2507,SIM,Activation Delay,Activation Delay issue reported by customer.,2026-02-20 12:00:00,2026-02-23 12:00:00,InProgress,Network Ops,
11487,2606,Roaming,Billing Query,Billing Query issue reported by customer.,2025-09-04 02:00:00,2025-09-05 02:00:00,Closed,KYC Cell,Resolved after investigation.
11488,1743,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-05-09 16:00:00,2026-05-10 16:00:00,Closed,KYC Cell,Resolved after investigation.
11489,1485,Recharge,Recharge Failed,,2025-11-18 02:00:00,2025-11-20 02:00:00,InProgress,Team B,
11490,2586,Roaming,,Roaming issue reported by customer.,2026-02-01 07:00:00,2026-02-04 07:00:00,InProgress,Team C,
11491,1882,Network,Slow Data,Slow Data issue reported by customer.,2026-04-22 07:00:00,2026-04-23 07:00:00,Closed,Team A,Resolved after investigation.
11492,2203,SIM,Replacement Request,Replacement Request issue reported by customer.,2025-11-06 16:00:00,2025-11-07 16:00:00,Closed,KYC Cell,Resolved after investigation.
11493,1785,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2025-11-20 11:00:00,2025-11-21 11:00:00,Closed,Team A,Resolved after investigation.
11494,2135,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-01-19 12:00:00,2026-01-20 12:00:00,InProgress,KYC Cell,
11495,1324,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2025-12-12 08:00:00,2025-12-14 08:00:00,InProgress,Team C,
11496,1929,SIM,Replacement Request,Replacement Request issue reported by customer.,2025-08-26 18:00:00,2025-08-29 18:00:00,Open,Billing Desk,
11497,2567,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2026-07-15 00:00:00,2026-07-16 00:00:00,Closed,,Resolved after investigation.
11498,1797,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2025-11-30 04:00:00,2025-12-03 04:00:00,Closed,,Resolved after investigation.
11499,1818,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2025-11-06 19:00:00,2025-11-07 19:00:00,InProgress,KYC Cell,
11500,2384,Billing,GST Query,GST Query issue reported by customer.,2025-11-08 11:00:00,2025-11-09 11:00:00,Closed,Team B,Resolved after investigation.
11501,2372,Roaming,Billing Query,Billing Query issue reported by customer.,2025-12-13 13:00:00,2025-12-15 13:00:00,Closed,Team C,Resolved after investigation.
11502,2657,KYC,Document Rejected,,2026-04-28 11:00:00,2026-04-30 11:00:00,Open,,
11503,2429,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-02-03 15:00:00,2026-02-05 15:00:00,Closed,Team B,Resolved after investigation.
11504,1471,Roaming,Billing Query,Billing Query issue reported by customer.,2026-05-08 05:00:00,2026-05-10 05:00:00,Closed,Team C,Resolved after investigation.
11505,2216,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-01-17 18:00:00,2026-01-18 18:00:00,Open,,
11506,1559,Network,Slow Data,Slow Data issue reported by customer.,2025-11-08 23:00:00,2025-11-11 23:00:00,InProgress,Billing Desk,
11507,2770,Network,,Network issue reported by customer.,2025-12-24 17:00:00,2025-12-25 17:00:00,Closed,Team B,Resolved after investigation.
11508,1905,SIM,Activation Delay,Activation Delay issue reported by customer.,2026-03-09 22:00:00,2026-03-11 22:00:00,Closed,,Resolved after investigation.
11509,1163,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-01-13 19:00:00,2026-01-15 19:00:00,Open,KYC Cell,
11510,2744,Roaming,,Roaming issue reported by customer.,2025-12-10 18:00:00,2025-12-12 18:00:00,Closed,KYC Cell,Resolved after investigation.
11511,1962,Network,,Network issue reported by customer.,2026-05-03 00:00:00,2026-05-05 00:00:00,Closed,Network Ops,Resolved after investigation.
11512,1611,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2026-04-26 05:00:00,2026-04-28 05:00:00,Open,Team A,
11513,1840,SIM,Replacement Request,Replacement Request issue reported by customer.,2026-01-13 15:00:00,2026-01-15 15:00:00,Open,Network Ops,
11514,1506,KYC,Document Rejected,Document Rejected issue reported by customer.,2025-08-31 23:00:00,2025-09-03 23:00:00,Closed,Team C,Resolved after investigation.
11515,2626,Network,Slow Data,Slow Data issue reported by customer.,2026-05-20 19:00:00,2026-05-23 19:00:00,Closed,,Resolved after investigation.
11516,2596,Billing,High Bill,High Bill issue reported by customer.,2025-11-14 03:00:00,2025-11-17 03:00:00,Closed,Team B,Resolved after investigation.
11517,2729,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2025-11-26 12:00:00,2025-11-29 12:00:00,Closed,Network Ops,
11518,1838,Network,Slow Data,Slow Data issue reported by customer.,2025-11-06 06:00:00,2025-11-08 06:00:00,Closed,,Resolved after investigation.
11519,1019,KYC,Document Rejected,Document Rejected issue reported by customer.,2025-12-24 18:00:00,2025-12-25 18:00:00,InProgress,Billing Desk,
11520,2101,Network,Slow Data,Slow Data issue reported by customer.,2026-06-25 01:00:00,2026-06-27 01:00:00,InProgress,Network Ops,
11521,1536,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2026-07-05 13:00:00,2026-07-07 13:00:00,Closed,Network Ops,Resolved after investigation.
11522,2805,Recharge,Amount Deducted,,2025-11-09 07:00:00,2025-11-11 07:00:00,Closed,Network Ops,Resolved after investigation.
11523,2539,Billing,High Bill,,2026-02-28 08:00:00,2026-03-03 08:00:00,InProgress,KYC Cell,
11524,1049,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2025-12-06 10:00:00,2025-12-08 10:00:00,Closed,Team C,Resolved after investigation.
11525,2301,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2025-09-04 20:00:00,2025-09-05 20:00:00,Closed,Team A,Resolved after investigation.
11526,1126,Network,Slow Data,Slow Data issue reported by customer.,2026-02-14 19:00:00,2026-02-16 19:00:00,Open,Network Ops,
11527,1417,SIM,Replacement Request,Replacement Request issue reported by customer.,2026-05-25 10:00:00,2026-05-28 10:00:00,Closed,,Resolved after investigation.
11528,2750,Network,Call Drop,Call Drop issue reported by customer.,2025-10-23 12:00:00,2025-10-26 12:00:00,Closed,Team B,
11529,2573,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2025-08-26 05:00:00,2025-08-28 05:00:00,Closed,Network Ops,Resolved after investigation.
11530,1031,Billing,High Bill,High Bill issue reported by customer.,2026-06-04 12:00:00,2026-06-06 12:00:00,Closed,Network Ops,Resolved after investigation.
11531,1726,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2026-05-09 19:00:00,2026-05-12 19:00:00,Closed,,Resolved after investigation.
11532,1559,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-06-08 16:00:00,2026-06-09 16:00:00,Closed,,Resolved after investigation.
11533,1034,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-04-08 02:00:00,2026-04-11 02:00:00,Closed,Billing Desk,Resolved after investigation.
11534,1478,Billing,High Bill,High Bill issue reported by customer.,2026-07-09 03:00:00,2026-07-11 03:00:00,Open,Billing Desk,
11535,1040,SIM,Activation Delay,Activation Delay issue reported by customer.,2026-07-18 16:00:00,2026-07-19 16:00:00,Closed,Team B,Resolved after investigation.
11536,1817,Billing,GST Query,GST Query issue reported by customer.,2025-10-08 06:00:00,2025-10-09 06:00:00,Open,Billing Desk,
11537,1394,SIM,Activation Delay,Activation Delay issue reported by customer.,2025-10-10 21:00:00,2025-10-11 21:00:00,Closed,Billing Desk,
11538,2496,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-03-24 18:00:00,2026-03-27 18:00:00,Closed,Team B,Resolved after investigation.
11539,2096,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-02-21 03:00:00,2026-02-22 03:00:00,Closed,Billing Desk,Resolved after investigation.
11540,1169,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2026-04-07 23:00:00,2026-04-08 23:00:00,InProgress,Billing Desk,
11541,2194,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-05-30 22:00:00,2026-06-02 22:00:00,Closed,,Resolved after investigation.
11542,1751,Billing,GST Query,,2026-04-03 14:00:00,2026-04-06 14:00:00,Closed,,Resolved after investigation.
11543,2030,Network,No Signal,No Signal issue reported by customer.,2025-11-03 21:00:00,2025-11-06 21:00:00,Open,KYC Cell,
11544,1789,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-05-03 04:00:00,2026-05-06 04:00:00,InProgress,Billing Desk,
11545,1082,Roaming,Billing Query,Billing Query issue reported by customer.,2026-06-08 23:00:00,2026-06-10 23:00:00,InProgress,Billing Desk,
11546,1645,SIM,Activation Delay,Activation Delay issue reported by customer.,2026-03-15 13:00:00,2026-03-18 13:00:00,Closed,Team C,Resolved after investigation.
11547,1816,SIM,Activation Delay,Activation Delay issue reported by customer.,2026-05-20 21:00:00,2026-05-23 21:00:00,InProgress,KYC Cell,
11548,2642,Network,Slow Data,Slow Data issue reported by customer.,2025-08-09 13:00:00,2025-08-11 13:00:00,Closed,Team A,Resolved after investigation.
11549,1829,Roaming,Billing Query,Billing Query issue reported by customer.,2025-10-26 23:00:00,2025-10-27 23:00:00,Open,Team A,
11550,1944,KYC,Document Rejected,Document Rejected issue reported by customer.,2025-11-01 11:00:00,2025-11-02 11:00:00,Closed,KYC Cell,Resolved after investigation.
11551,1753,Network,No Signal,No Signal issue reported by customer.,2026-05-29 01:00:00,2026-05-30 01:00:00,Closed,,Resolved after investigation.
11552,1247,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-04-10 18:00:00,2026-04-12 18:00:00,Closed,,Resolved after investigation.
11553,1494,Roaming,Billing Query,Billing Query issue reported by customer.,2025-09-04 05:00:00,2025-09-05 05:00:00,InProgress,Team C,
11554,1858,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-07-19 21:00:00,2026-07-21 21:00:00,Closed,Team A,
11555,1166,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2025-08-27 00:00:00,2025-08-28 00:00:00,Open,Team A,
11556,2055,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-07-06 12:00:00,2026-07-07 12:00:00,Closed,Network Ops,Resolved after investigation.
11557,2128,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-07-09 17:00:00,2026-07-12 17:00:00,Closed,Network Ops,Resolved after investigation.
11558,1525,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2025-09-12 12:00:00,2025-09-15 12:00:00,Open,Team B,
11559,1152,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-04-20 00:00:00,2026-04-23 00:00:00,Open,Team A,
11560,1526,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2026-08-05 12:00:00,2026-08-07 12:00:00,InProgress,Team C,
11561,2177,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2026-07-29 00:00:00,2026-08-01 00:00:00,Open,Team B,
11562,2622,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-01-18 16:00:00,2026-01-21 16:00:00,InProgress,Team C,
11563,2346,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-03-28 09:00:00,2026-03-30 09:00:00,Closed,Team A,Resolved after investigation.
11564,2146,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-01-03 20:00:00,2026-01-06 20:00:00,Closed,Network Ops,Resolved after investigation.
11565,2773,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-03-17 19:00:00,2026-03-19 19:00:00,Closed,Team B,Resolved after investigation.
11566,1838,KYC,Verification Pending,Verification Pending issue reported by customer.,2025-10-04 03:00:00,2025-10-06 03:00:00,InProgress,Network Ops,
11567,2443,Billing,GST Query,GST Query issue reported by customer.,2026-06-16 16:00:00,2026-06-18 16:00:00,Open,,
11568,1462,Network,Call Drop,,2026-02-16 00:00:00,2026-02-18 00:00:00,Closed,Billing Desk,Resolved after investigation.
11569,1500,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2025-11-09 12:00:00,2025-11-12 12:00:00,Closed,Network Ops,
11570,1340,Roaming,Billing Query,Billing Query issue reported by customer.,2026-06-01 13:00:00,2026-06-03 13:00:00,Closed,Team C,Resolved after investigation.
11571,1608,Billing,High Bill,High Bill issue reported by customer.,2026-04-19 06:00:00,2026-04-20 06:00:00,Closed,KYC Cell,Resolved after investigation.
11572,2307,Roaming,Billing Query,Billing Query issue reported by customer.,2026-07-29 03:00:00,2026-07-31 03:00:00,Closed,Team A,Resolved after investigation.
11573,1855,Billing,High Bill,,2025-12-03 07:00:00,2025-12-06 07:00:00,Open,Team A,
11574,2706,Roaming,Billing Query,Billing Query issue reported by customer.,2026-07-10 12:00:00,2026-07-12 12:00:00,Closed,Network Ops,Resolved after investigation.
11575,1739,Billing,GST Query,GST Query issue reported by customer.,2026-07-03 21:00:00,2026-07-04 21:00:00,Closed,Network Ops,Resolved after investigation.
11576,1031,SIM,Activation Delay,Activation Delay issue reported by customer.,2026-01-01 11:00:00,2026-01-02 11:00:00,Closed,Network Ops,Resolved after investigation.
11577,2447,KYC,Document Rejected,Document Rejected issue reported by customer.,2025-11-03 22:00:00,2025-11-04 22:00:00,Closed,Team C,Resolved after investigation.
11578,2508,KYC,Verification Pending,Verification Pending issue reported by customer.,2025-12-01 23:00:00,2025-12-02 23:00:00,Closed,KYC Cell,
11579,2709,Network,No Signal,No Signal issue reported by customer.,2025-09-03 00:00:00,2025-09-05 00:00:00,Closed,Team B,
11580,2353,Billing,GST Query,GST Query issue reported by customer.,2026-05-15 13:00:00,2026-05-18 13:00:00,Open,Team A,
11581,2047,SIM,,SIM issue reported by customer.,2026-01-02 02:00:00,2026-01-05 02:00:00,Open,KYC Cell,
11582,1349,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2026-03-05 19:00:00,2026-03-06 19:00:00,Closed,KYC Cell,Resolved after investigation.
11583,2095,Recharge,Amount Deducted,,2026-02-15 19:00:00,2026-02-17 19:00:00,Closed,Team C,Resolved after investigation.
11584,2675,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-01-08 00:00:00,2026-01-11 00:00:00,Closed,Team B,Resolved after investigation.
11585,1867,SIM,Activation Delay,Activation Delay issue reported by customer.,2026-05-29 21:00:00,2026-05-30 21:00:00,Closed,KYC Cell,Resolved after investigation.
11586,1727,Network,No Signal,No Signal issue reported by customer.,2026-02-06 21:00:00,2026-02-07 21:00:00,InProgress,Team B,
11587,2115,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2025-10-19 22:00:00,2025-10-22 22:00:00,Closed,Team A,Resolved after investigation.
11588,2168,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2025-10-27 09:00:00,2025-10-28 09:00:00,Closed,Team C,Resolved after investigation.
11589,1271,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2025-11-21 23:00:00,2025-11-24 23:00:00,InProgress,Network Ops,
